iter	Logloss
419	0.09145407539
420	0.0912966437
421	0.09097435168
422	0.09084584612
423	0.0906559012
424	0.09040176781
425	0.09025903605
426	0.09008821437
427	0.08974385939
428	0.089279052
429	0.08909890433
430	0.08891401359
431	0.08875261103
432	0.08848967984
433	0.08824844815
434	0.08812509726
435	0.08796506603
436	0.08773162515
437	0.08760627408
438	0.08746116487
439	0.08715710467
440	0.08698949367
441	0.08678812987
442	0.0867056459
443	0.08652296411
444	0.08637897785
445	0.08628318074
446	0.08614889251
447	0.08600712397
448	0.08585032081
449	0.08577596306
450	0.08564300718
451	0.08548063989
452	0.08537326189
453	0.08509712685
454	0.08501724164
455	0.08497230412
456	0.08484774726
457	0.08466886226
458	0.08453181404
459	0.08424013703
460	0.08406099629
461	0.08395393965
462	0.0838526794
463	0.08370423954
464	0.08354131247
465	0.08347794816
466	0.08339452166
467	0.08313328942
468	0.08293310976
469	0.08283426324
470	0.08264304752
471	0.08241646709
472	0.08232516944
473	0.08225168048
474	0.08213208072
475	0.08196471913
476	0.08184642868
477	0.08168151588
478	0.08157634125
479	0.0814411575
480	0.08127768307
481	0.08110867502
482	0.08084055571
483	0.0807495022
484	0.08053334671
485	0.08046250287
486	0.08034760147
487	0.08019485562
488	0.08002039555
489	0.07996564688
490	0.07989218375
491	0.07976456573
492	0.079610627
493	0.07942223297
494	0.07927221445
495	0.07921135666
496	0.07907066369
497	0.07886558641
498	0.07882704199
499	0.07871551654
500	0.07860434853
501	0.07841818535
502	0.07835250315
503	0.07825070564
504	0.07798803904
505	0.07788924346
506	0.07779741677
507	0.07771757416
508	0.07762073313
509	0.07753163034
510	0.07742842769
511	0.07726256195
512	0.07717525414
513	0.07697579494
514	0.07690565478
515	0.07681618051
516	0.07667571113
517	0.07655596968
518	0.07642772794
519	0.07630957137
520	0.07619891676
521	0.07606401053
522	0.0759146294
523	0.07580703612
524	0.07571334254
525	0.07564098729
526	0.07550817374
527	0.0754288176
528	0.07525809625
529	0.07513710392
530	0.07506009428
531	0.07492609518
532	0.07479345671
533	0.07469438755
534	0.07448917249
535	0.0743804485
536	0.0743187688
537	0.07418105441
538	0.07410769113
539	0.07403791421
540	0.07393042029
541	0.07388829852
542	0.07380243633
543	0.0737048624
544	0.07358864484
545	0.07351488989
546	0.07337563694
547	0.07330582502
548	0.0731217961
549	0.07302283463
550	0.07284629885
551	0.07271572143
552	0.07254173883
553	0.07247048265
554	0.07232911102
555	0.07217877722
556	0.07205239812
557	0.07191310816
558	0.07182706426
559	0.07161927535
560	0.07143948214
561	0.07137280603
562	0.07125688766
563	0.07112972345
564	0.07101181053
565	0.07094250501
566	0.07088621466
567	0.0708119969
568	0.07074370897
569	0.07045113729
570	0.07033436793
571	0.07025587573
572	0.07008441146
573	0.07000709253
574	0.06989290559
575	0.06985580733
576	0.06972435891
577	0.0695891975
578	0.06951268655
579	0.06937981501
580	0.06924061898
581	0.06917670061
582	0.069042945
583	0.06894955839
584	0.06882312109
585	0.06874045566
586	0.0686324698
587	0.06855708685
588	0.06847698662
589	0.06840961623
590	0.06829392978
591	0.06812229677
592	0.06802363307
593	0.06788611514
594	0.06779812767
595	0.06770537255
596	0.06758925127
597	0.06751593889
598	0.06741511008
599	0.06730094691
600	0.06723679806
601	0.06710645755
602	0.06693871973
603	0.06684752129
604	0.06669810481
605	0.06662477567
606	0.06652486994
607	0.06630692214
608	0.06621848903
609	0.06615173926
610	0.06602480781
611	0.0659585611
612	0.06580642865
613	0.06576836393
614	0.06567910268
615	0.06555135552
616	0.06548528277
617	0.06532281131
618	0.06521813746
619	0.06515054305
620	0.0650923269
621	0.06501330937
622	0.06480165424
623	0.06468811923
624	0.06456045993
625	0.06452143831
626	0.06446823111
627	0.06435942086
628	0.0642821227
629	0.0641701807
630	0.06412402809
631	0.06399354055
632	0.06394995913
633	0.06383838497
634	0.06378327262
635	0.06358459395
636	0.06349046391
637	0.06336318082
638	0.06324849259
639	0.06305333286
640	0.06297368898
641	0.06291258574
642	0.06279733513
643	0.06269748121
644	0.06263176114
645	0.06257128158
646	0.06243899114
647	0.06237593504
648	0.0623057342
649	0.06218363752
650	0.06207555703
651	0.06198197078
652	0.06184894228
653	0.06170882832
654	0.06162050342
655	0.06152464299
656	0.06147035232
657	0.06141679677
658	0.06135302612
659	0.06128194641
660	0.06122266773
661	0.06116806071
662	0.06110762456
663	0.0609830704
664	0.06091707063
665	0.0608408282
666	0.06079310544
667	0.06074372107
668	0.0606409534
669	0.06046785169
670	0.06038951053
671	0.06030712657
672	0.06025630494
673	0.06020219563
674	0.06011630107
675	0.06005669692
676	0.05985445169
677	0.05981893993
678	0.0597635895
679	0.05964831482
680	0.05959573781
681	0.05954037276
682	0.05944844638
683	0.05937060438
684	0.05929027691
685	0.05913110058
686	0.05908728055
687	0.05903034359
688	0.05893214568
689	0.05888076556
690	0.05883143567
691	0.05875281818
692	0.05870761492
693	0.05866119752
694	0.05856396298
695	0.05847659046
696	0.05844171338
697	0.05838494004
698	0.05833333077
699	0.05823974404
700	0.05815565872
701	0.05808209753
702	0.05799706647
703	0.05794781134
704	0.05788418761
705	0.05780513433
706	0.05773826272
707	0.05770942437
708	0.05762095399
709	0.05751269999
710	0.05745721998
711	0.05737815256
712	0.05731931712
713	0.05729406308
714	0.05716423135
715	0.05707211267
716	0.05701005118
717	0.05696210606
718	0.05688015722
719	0.05681834716
720	0.05677766729
721	0.05671342001
722	0.05663849702
723	0.05644500039
724	0.05634496256
725	0.05625463719
726	0.05616117478
727	0.05611847791
728	0.05599987513
729	0.05595189405
730	0.05587859247
731	0.05583338297
732	0.05577528781
733	0.05572984076
734	0.05565871018
735	0.05561651184
736	0.05548808032
737	0.0554454942
738	0.055353721
739	0.05526391934
740	0.05521946038
741	0.05517481105
742	0.05513280893
743	0.05508812961
744	0.05500698012
745	0.05492654159
746	0.05484253772
747	0.05473886113
748	0.05465471986
749	0.05456726879
750	0.05452534401
751	0.05446650172
752	0.05437846216
753	0.05430479503
754	0.0541287549
755	0.05406242194
756	0.05387436142
757	0.0537263742
758	0.05370254077
759	0.05365896761
760	0.05357134177
761	0.05343216164
762	0.05338123726
763	0.05333686353
764	0.05330903457
765	0.05325471483
766	0.05321468344
767	0.05315353729
768	0.05308703133
769	0.05294472334
770	0.05281751698
771	0.05276998712
772	0.05268189161
773	0.05261020362
774	0.05256021544
775	0.05252392447
776	0.05247174679
777	0.05238655998
778	0.05229849918
779	0.05222857111
780	0.05211353502
781	0.05200367973
782	0.05194515174
783	0.05189412908
784	0.05185250346
785	0.05177969302
786	0.05168094365
787	0.0516357813
788	0.05159403329
789	0.0514690854
790	0.05140973002
791	0.05135733463
792	0.0512896464
793	0.05123935918
794	0.05119472932
795	0.05115186291
796	0.05102239996
797	0.05090549577
798	0.05082895771
799	0.05076025011
800	0.05067862912
801	0.05061087472
802	0.05056726299
803	0.05053483435
804	0.05049180465
805	0.05044869054
806	0.05039956605
807	0.05035412154
808	0.05026336237
809	0.05019263055
810	0.0501419918
811	0.05010170736
812	0.05005810583
813	0.04991583122
814	0.04981619766
815	0.04972468398
816	0.04965947385
817	0.04945710622
818	0.04934080396
819	0.04930508142
820	0.04926380188
821	0.04922107739
822	0.04907759143
823	0.04894844229
824	0.04888509355
825	0.04883754114
826	0.04870581515
827	0.04864546402
828	0.0485435541
829	0.04850872205
830	0.04847121784
831	0.04839336264
832	0.04834287966
833	0.04825121393
834	0.04819488969
835	0.04812933872
836	0.04801105575
837	0.04795431408
838	0.04791954877
839	0.04786943771
840	0.04782688404
841	0.04776822617
842	0.04773162896
843	0.04766238202
844	0.04762693026
845	0.04757759548
846	0.04753070236
847	0.04749486536
848	0.04738787792
849	0.04736777191
850	0.0472766138
851	0.04723263977
852	0.04712705048
853	0.04706877689
854	0.04702759413
855	0.04698063193
856	0.04693027959
857	0.0468665667
858	0.04676130146
859	0.04673508356
860	0.04669435988
861	0.04665644717
862	0.04662100885
863	0.04655400939
864	0.04646446768
865	0.0464137477
866	0.04630777528
867	0.04627146267
868	0.04623646628
869	0.04619011997
870	0.04614971406
871	0.04611617573
872	0.04607769439
873	0.04604715028
874	0.046004164
875	0.04594431289
876	0.04590662993
877	0.04580448192
878	0.04570177405
879	0.04555956039
880	0.04549005522
881	0.04544644065
882	0.04537972806
883	0.04534271557
884	0.04525987412
885	0.04521207572
886	0.04517954712
887	0.04511379074
888	0.0450909984
889	0.04502519046
890	0.04494819183
891	0.04491772032
892	0.04488270035
893	0.04483177561
894	0.04479743005
895	0.04474583099
896	0.04466308895
897	0.04457863938
898	0.0445404569
899	0.04450462027
900	0.04441954891
901	0.04436183381
902	0.04432796111
903	0.04430716034
904	0.04424922646
905	0.04418176737
906	0.04409116805
907	0.04403330402
908	0.04398798475
909	0.04392492244
910	0.04387135221
911	0.0438392684
912	0.04378657628
913	0.04371942209
914	0.0436472133
915	0.04359254203
916	0.04355187213
917	0.04351975165
918	0.04344178446
919	0.0434200128
920	0.04337690186
921	0.0433424732
922	0.04331182725
923	0.04326619527
924	0.04321352408
925	0.04318296038
926	0.04315279769
927	0.04310638324
928	0.04297384636
929	0.04294177211
930	0.04286906544
931	0.04285307338
932	0.0428028422
933	0.04274266637
934	0.04271182569
935	0.04265940068
936	0.04254793018
937	0.04252930316
938	0.04246829482
939	0.04242090293
940	0.04234486488
941	0.04228104831
942	0.04219168617
943	0.04217626746
944	0.04206315498
945	0.04201050974
946	0.04194798959
947	0.04192212021
948	0.0418449187
949	0.04177837748
950	0.04171233964
951	0.04161146448
952	0.04153774836
953	0.04151148288
954	0.04146038622
955	0.04141056909
956	0.04133761667
957	0.04128057665
958	0.04125025687
959	0.04122718405
960	0.04115406188
961	0.0411018206
962	0.04106240952
963	0.04101225656
964	0.0409849969
965	0.04095362522
966	0.0409199919
967	0.04086862872
968	0.04080896313
969	0.04077580547
970	0.04072602863
971	0.04066919304
972	0.0406254359
973	0.04053379795
974	0.04050687617
975	0.0404669991
976	0.04044578108
977	0.04041852983
978	0.04038938463
979	0.04032303068
980	0.0402972052
981	0.04027060093
982	0.04023306834
983	0.04020298726
984	0.04011661726
985	0.04006096573
986	0.04000656374
987	0.03991712628
988	0.03990183153
989	0.03981832924
990	0.03972400773
991	0.03969268352
992	0.0396242316
993	0.03951863477
994	0.03950317953
995	0.03945960492
996	0.03941174025
997	0.0393780311
998	0.03933485268
999	0.03930864524
